ts,value
2026-03-06T12:55:00Z,1780.5
2026-03-06T12:56:00Z,1762.4
2026-03-06T12:57:00Z,1774.5
2026-03-06T12:58:00Z,1780.4
2026-03-06T12:59:00Z,1770.9
2026-03-06T13:00:00Z,1766.9
2026-03-06T13:01:00Z,1762.2
2026-03-06T13:02:00Z,1733.9
2026-03-06T13:03:00Z,1798.5
2026-03-06T13:04:00Z,1774.8
2026-03-06T13:05:00Z,1795.4
2026-03-06T13:06:00Z,1761.8
2026-03-06T13:07:00Z,1738.6
2026-03-06T13:08:00Z,1754.5
2026-03-06T13:09:00Z,1802.4
2026-03-06T13:10:00Z,1786.7
2026-03-06T13:11:00Z,1729.9
2026-03-06T13:12:00Z,1771.7
2026-03-06T13:13:00Z,1785.0
2026-03-06T13:14:00Z,1797.3
2026-03-06T13:15:00Z,1763.2
2026-03-06T13:16:00Z,1771.6
2026-03-06T13:17:00Z,1786.2
2026-03-06T13:18:00Z,1803.9
2026-03-06T13:19:00Z,1799.3
2026-03-06T13:20:00Z,1738.9
2026-03-06T13:21:00Z,1780.4
2026-03-06T13:22:00Z,1735.6
2026-03-06T13:23:00Z,1736.6
2026-03-06T13:24:00Z,1794.1
2026-03-06T13:25:00Z,1790.6
2026-03-06T13:26:00Z,1805.1
2026-03-06T13:27:00Z,1740.7
2026-03-06T13:28:00Z,1765.6
2026-03-06T13:29:00Z,1774.0
2026-03-06T13:30:00Z,1751.8
2026-03-06T13:31:00Z,1759.1
2026-03-06T13:32:00Z,1790.1
2026-03-06T13:33:00Z,1784.1
2026-03-06T13:34:00Z,1800.4
2026-03-06T13:35:00Z,1788.0
2026-03-06T13:36:00Z,1758.7
2026-03-06T13:37:00Z,1801.9
2026-03-06T13:38:00Z,1773.7
2026-03-06T13:39:00Z,1754.3
2026-03-06T13:40:00Z,1778.3
2026-03-06T13:41:00Z,1817.5
2026-03-06T13:42:00Z,1793.5
2026-03-06T13:43:00Z,1764.9
2026-03-06T13:44:00Z,1811.9
2026-03-06T13:45:00Z,1810.9
2026-03-06T13:46:00Z,1778.9
2026-03-06T13:47:00Z,1793.8
2026-03-06T13:48:00Z,1764.1
2026-03-06T13:49:00Z,1818.8
2026-03-06T13:50:00Z,1771.2
2026-03-06T13:51:00Z,1753.1
2026-03-06T13:52:00Z,1769.7
2026-03-06T13:53:00Z,1765.8
2026-03-06T13:54:00Z,1750.0
2026-03-06T13:55:00Z,1796.2
2026-03-06T13:56:00Z,1757.9
2026-03-06T13:57:00Z,1812.7
2026-03-06T13:58:00Z,1763.3
2026-03-06T13:59:00Z,1798.2
2026-03-06T14:00:00Z,1824.5
2026-03-06T14:01:00Z,1789.3
2026-03-06T14:02:00Z,1786.0
2026-03-06T14:03:00Z,1818.1
2026-03-06T14:04:00Z,1808.5
2026-03-06T14:05:00Z,1766.1
2026-03-06T14:06:00Z,1770.7
2026-03-06T14:07:00Z,1815.7
2026-03-06T14:08:00Z,1830.7
2026-03-06T14:09:00Z,1812.3
2026-03-06T14:10:00Z,1770.2
2026-03-06T14:11:00Z,1759.3
2026-03-06T14:12:00Z,1770.4
2026-03-06T14:13:00Z,1832.9
2026-03-06T14:14:00Z,1807.9
2026-03-06T14:15:00Z,1802.6
2026-03-06T14:16:00Z,1811.0
2026-03-06T14:17:00Z,1802.5
2026-03-06T14:18:00Z,1778.6
2026-03-06T14:19:00Z,1806.0
2026-03-06T14:20:00Z,1783.7
2026-03-06T14:21:00Z,1767.9
2026-03-06T14:22:00Z,1786.5
2026-03-06T14:23:00Z,1756.4
2026-03-06T14:24:00Z,1761.6
2026-03-06T14:25:00Z,1800.2
2026-03-06T14:26:00Z,1772.8
2026-03-06T14:27:00Z,1758.7
2026-03-06T14:28:00Z,1809.5
2026-03-06T14:29:00Z,1765.5
2026-03-06T14:30:00Z,1823.3
2026-03-06T14:31:00Z,1798.9
2026-03-06T14:32:00Z,1790.6
2026-03-06T14:33:00Z,1827.5
2026-03-06T14:34:00Z,1776.3
2026-03-06T14:35:00Z,1794.6
2026-03-06T14:36:00Z,1759.7
2026-03-06T14:37:00Z,1833.3
2026-03-06T14:38:00Z,1794.7
2026-03-06T14:39:00Z,1819.5
2026-03-06T14:40:00Z,1795.0
2026-03-06T14:41:00Z,1769.5
2026-03-06T14:42:00Z,1781.8
2026-03-06T14:43:00Z,1782.1
2026-03-06T14:44:00Z,1817.1
2026-03-06T14:45:00Z,1768.7
2026-03-06T14:46:00Z,1787.7
2026-03-06T14:47:00Z,1821.4
2026-03-06T14:48:00Z,1779.8
2026-03-06T14:49:00Z,1770.8
2026-03-06T14:50:00Z,1802.6
2026-03-06T14:51:00Z,1800.9
2026-03-06T14:52:00Z,1761.2
2026-03-06T14:53:00Z,1793.6
2026-03-06T14:54:00Z,1789.9
2026-03-06T14:55:00Z,1801.5
2026-03-06T14:56:00Z,1789.9
2026-03-06T14:57:00Z,1798.9
2026-03-06T14:58:00Z,1813.6
2026-03-06T14:59:00Z,1790.1
2026-03-06T15:00:00Z,1773.6
2026-03-06T15:01:00Z,1817.6
2026-03-06T15:02:00Z,1773.2
2026-03-06T15:03:00Z,1821.2
2026-03-06T15:04:00Z,1837.1
2026-03-06T15:05:00Z,1807.9
2026-03-06T15:06:00Z,1806.4
2026-03-06T15:07:00Z,1820.1
2026-03-06T15:08:00Z,1810.0
2026-03-06T15:09:00Z,1815.9
2026-03-06T15:10:00Z,1765.3
2026-03-06T15:11:00Z,1836.7
2026-03-06T15:12:00Z,1766.8
2026-03-06T15:13:00Z,1776.8
2026-03-06T15:14:00Z,1827.9
2026-03-06T15:15:00Z,1827.6
2026-03-06T15:16:00Z,1767.7
2026-03-06T15:17:00Z,1760.8
2026-03-06T15:18:00Z,1821.7
2026-03-06T15:19:00Z,1788.3
2026-03-06T15:20:00Z,1800.4
2026-03-06T15:21:00Z,1801.0
2026-03-06T15:22:00Z,1786.9
2026-03-06T15:23:00Z,1761.5
2026-03-06T15:24:00Z,1813.9
2026-03-06T15:25:00Z,1795.1
2026-03-06T15:26:00Z,1782.5
2026-03-06T15:27:00Z,1760.0
2026-03-06T15:28:00Z,1827.2
2026-03-06T15:29:00Z,1785.1
2026-03-06T15:30:00Z,1816.8
2026-03-06T15:31:00Z,1805.7
2026-03-06T15:32:00Z,1792.2
2026-03-06T15:33:00Z,1786.1
2026-03-06T15:34:00Z,1766.2
2026-03-06T15:35:00Z,1823.3
2026-03-06T15:36:00Z,1813.9
2026-03-06T15:37:00Z,1769.2
2026-03-06T15:38:00Z,1800.6
2026-03-06T15:39:00Z,1786.4
2026-03-06T15:40:00Z,1817.6
2026-03-06T15:41:00Z,1790.5
2026-03-06T15:42:00Z,1763.1
2026-03-06T15:43:00Z,1803.0
2026-03-06T15:44:00Z,1815.3
2026-03-06T15:45:00Z,1780.1
2026-03-06T15:46:00Z,1816.1
2026-03-06T15:47:00Z,1814.4
2026-03-06T15:48:00Z,1767.7
2026-03-06T15:49:00Z,1780.8
2026-03-06T15:50:00Z,1796.2
2026-03-06T15:51:00Z,1752.7
2026-03-06T15:52:00Z,1811.9
2026-03-06T15:53:00Z,1815.1
2026-03-06T15:54:00Z,1796.4
2026-03-06T15:55:00Z,1789.1
2026-03-06T15:56:00Z,1815.2
2026-03-06T15:57:00Z,1790.6
2026-03-06T15:58:00Z,1807.2
2026-03-06T15:59:00Z,1791.5
2026-03-06T16:00:00Z,1765.5
2026-03-06T16:01:00Z,1827.1
2026-03-06T16:02:00Z,1818.6
2026-03-06T16:03:00Z,1819.8
2026-03-06T16:04:00Z,1814.3
2026-03-06T16:05:00Z,1761.6
2026-03-06T16:06:00Z,1815.6
2026-03-06T16:07:00Z,1762.1
2026-03-06T16:08:00Z,1812.8
2026-03-06T16:09:00Z,1796.1
2026-03-06T16:10:00Z,1815.9
2026-03-06T16:11:00Z,1772.9
2026-03-06T16:12:00Z,1771.2
2026-03-06T16:13:00Z,1824.3
2026-03-06T16:14:00Z,1792.7
2026-03-06T16:15:00Z,1821.5
2026-03-06T16:16:00Z,1815.0
2026-03-06T16:17:00Z,1753.4
2026-03-06T16:18:00Z,1794.2
2026-03-06T16:19:00Z,1814.7
2026-03-06T16:20:00Z,1821.0
2026-03-06T16:21:00Z,1789.5
2026-03-06T16:22:00Z,1812.2
2026-03-06T16:23:00Z,1792.4
2026-03-06T16:24:00Z,1763.7
2026-03-06T16:25:00Z,1814.6
2026-03-06T16:26:00Z,1772.2
2026-03-06T16:27:00Z,1813.7
2026-03-06T16:28:00Z,1743.1
2026-03-06T16:29:00Z,1816.2
2026-03-06T16:30:00Z,1737.8
2026-03-06T16:31:00Z,1785.3
2026-03-06T16:32:00Z,1744.6
2026-03-06T16:33:00Z,1777.8
2026-03-06T16:34:00Z,1797.8
2026-03-06T16:35:00Z,1754.9
2026-03-06T16:36:00Z,1766.0
2026-03-06T16:37:00Z,1768.1
2026-03-06T16:38:00Z,1749.2
2026-03-06T16:39:00Z,1748.2
2026-03-06T16:40:00Z,1758.5
2026-03-06T16:41:00Z,1803.3
2026-03-06T16:42:00Z,1754.9
2026-03-06T16:43:00Z,1762.0
2026-03-06T16:44:00Z,1789.9
2026-03-06T16:45:00Z,1764.3
2026-03-06T16:46:00Z,1764.3
2026-03-06T16:47:00Z,1768.2
2026-03-06T16:48:00Z,1737.7
2026-03-06T16:49:00Z,1773.2
2026-03-06T16:50:00Z,1793.3
2026-03-06T16:51:00Z,1799.6
2026-03-06T16:52:00Z,1748.2
2026-03-06T16:53:00Z,1802.8
2026-03-06T16:54:00Z,1793.7
2026-03-06T16:55:00Z,1802.9
2026-03-06T16:56:00Z,1740.3
2026-03-06T16:57:00Z,1791.3
2026-03-06T16:58:00Z,1791.1
2026-03-06T16:59:00Z,1733.7
2026-03-06T17:00:00Z,1755.0
2026-03-06T17:01:00Z,1745.4
2026-03-06T17:02:00Z,1797.9
2026-03-06T17:03:00Z,1776.4
2026-03-06T17:04:00Z,1777.3
2026-03-06T17:05:00Z,1775.5
2026-03-06T17:06:00Z,1719.8
2026-03-06T17:07:00Z,1741.2
2026-03-06T17:08:00Z,1785.1
2026-03-06T17:09:00Z,1727.5
2026-03-06T17:10:00Z,1737.6
2026-03-06T17:11:00Z,1752.6
2026-03-06T17:12:00Z,1715.0
2026-03-06T17:13:00Z,1776.6
2026-03-06T17:14:00Z,1717.2
2026-03-06T17:15:00Z,1733.8
2026-03-06T17:16:00Z,1767.6
2026-03-06T17:17:00Z,1763.2
2026-03-06T17:18:00Z,1776.9
2026-03-06T17:19:00Z,1724.5
2026-03-06T17:20:00Z,1781.7
2026-03-06T17:21:00Z,1708.1
2026-03-06T17:22:00Z,1755.3
2026-03-06T17:23:00Z,1716.6
2026-03-06T17:24:00Z,1739.7
2026-03-06T17:25:00Z,1730.4
2026-03-06T17:26:00Z,1761.0
2026-03-06T17:27:00Z,1703.2
2026-03-06T17:28:00Z,1738.5
2026-03-06T17:29:00Z,1699.8
2026-03-06T17:30:00Z,1752.0
2026-03-06T17:31:00Z,1711.0
2026-03-06T17:32:00Z,1746.5
2026-03-06T17:33:00Z,1739.6
2026-03-06T17:34:00Z,1755.7
2026-03-06T17:35:00Z,1728.9
2026-03-06T17:36:00Z,1734.9
2026-03-06T17:37:00Z,1751.9
2026-03-06T17:38:00Z,1748.4
2026-03-06T17:39:00Z,1695.3
2026-03-06T17:40:00Z,1742.8
2026-03-06T17:41:00Z,1716.9
2026-03-06T17:42:00Z,1767.0
2026-03-06T17:43:00Z,1698.8
2026-03-06T17:44:00Z,1752.3
2026-03-06T17:45:00Z,1719.9
2026-03-06T17:46:00Z,1759.4
2026-03-06T17:47:00Z,1728.0
2026-03-06T17:48:00Z,1736.8
2026-03-06T17:49:00Z,1715.1
2026-03-06T17:50:00Z,1700.0
2026-03-06T17:51:00Z,1709.4
2026-03-06T17:52:00Z,1699.8
2026-03-06T17:53:00Z,1681.7
2026-03-06T17:54:00Z,1736.6
2026-03-06T17:55:00Z,1741.1
2026-03-06T17:56:00Z,1681.4
2026-03-06T17:57:00Z,1679.8
2026-03-06T17:58:00Z,1729.7
2026-03-06T17:59:00Z,1706.0
2026-03-06T18:00:00Z,1724.9
2026-03-06T18:01:00Z,1707.3
2026-03-06T18:02:00Z,1726.6
2026-03-06T18:03:00Z,1740.8
2026-03-06T18:04:00Z,1715.0
2026-03-06T18:05:00Z,1725.5
2026-03-06T18:06:00Z,1732.3
2026-03-06T18:07:00Z,1699.2
2026-03-06T18:08:00Z,1707.9
2026-03-06T18:09:00Z,1671.8
2026-03-06T18:10:00Z,1740.7
2026-03-06T18:11:00Z,1684.0
2026-03-06T18:12:00Z,1721.9
2026-03-06T18:13:00Z,1667.4
2026-03-06T18:14:00Z,1716.1
2026-03-06T18:15:00Z,1701.6
2026-03-06T18:16:00Z,1689.8
2026-03-06T18:17:00Z,1685.3
2026-03-06T18:18:00Z,1727.3
2026-03-06T18:19:00Z,1669.5
2026-03-06T18:20:00Z,1668.1
2026-03-06T18:21:00Z,1680.4
2026-03-06T18:22:00Z,1672.1
2026-03-06T18:23:00Z,1704.3
2026-03-06T18:24:00Z,1666.8
2026-03-06T18:25:00Z,1726.6
2026-03-06T18:26:00Z,1667.7
2026-03-06T18:27:00Z,1693.9
2026-03-06T18:28:00Z,1688.6
2026-03-06T18:29:00Z,1662.1
2026-03-06T18:30:00Z,1686.6
2026-03-06T18:31:00Z,1675.1
2026-03-06T18:32:00Z,1665.4
2026-03-06T18:33:00Z,1709.6
2026-03-06T18:34:00Z,1700.1
2026-03-06T18:35:00Z,1690.8
2026-03-06T18:36:00Z,1660.6
2026-03-06T18:37:00Z,1667.0
2026-03-06T18:38:00Z,1665.9
2026-03-06T18:39:00Z,1638.1
2026-03-06T18:40:00Z,1670.9
2026-03-06T18:41:00Z,1675.9
2026-03-06T18:42:00Z,1701.8
2026-03-06T18:43:00Z,1685.5
2026-03-06T18:44:00Z,1633.7
2026-03-06T18:45:00Z,1642.3
2026-03-06T18:46:00Z,1650.8
2026-03-06T18:47:00Z,1635.9
2026-03-06T18:48:00Z,1651.7
2026-03-06T18:49:00Z,1694.6
2026-03-06T18:50:00Z,1668.1
2026-03-06T18:51:00Z,1635.6
2026-03-06T18:52:00Z,1639.4
2026-03-06T18:53:00Z,1625.0
2026-03-06T18:54:00Z,1683.9
2026-03-06T18:55:00Z,1623.7
2026-03-06T18:56:00Z,1650.0
2026-03-06T18:57:00Z,1679.1
2026-03-06T18:58:00Z,1647.2
2026-03-06T18:59:00Z,1677.5
2026-03-06T19:00:00Z,1633.3
2026-03-06T19:01:00Z,1639.0
2026-03-06T19:02:00Z,1681.8
2026-03-06T19:03:00Z,1678.6
2026-03-06T19:04:00Z,1649.8
2026-03-06T19:05:00Z,1642.7
2026-03-06T19:06:00Z,1628.6
2026-03-06T19:07:00Z,1649.7
2026-03-06T19:08:00Z,1636.2
2026-03-06T19:09:00Z,1656.5
2026-03-06T19:10:00Z,1648.4
2026-03-06T19:11:00Z,1623.0
2026-03-06T19:12:00Z,1662.5
2026-03-06T19:13:00Z,1653.4
2026-03-06T19:14:00Z,1669.3
2026-03-06T19:15:00Z,1663.3
2026-03-06T19:16:00Z,1623.0
2026-03-06T19:17:00Z,1656.7
2026-03-06T19:18:00Z,1589.7
2026-03-06T19:19:00Z,1616.2
2026-03-06T19:20:00Z,1636.9
2026-03-06T19:21:00Z,1641.4
2026-03-06T19:22:00Z,1591.3
2026-03-06T19:23:00Z,1585.1
2026-03-06T19:24:00Z,1635.5
2026-03-06T19:25:00Z,1639.2
2026-03-06T19:26:00Z,1608.2
2026-03-06T19:27:00Z,1649.1
2026-03-06T19:28:00Z,1626.5
2026-03-06T19:29:00Z,1620.9
2026-03-06T19:30:00Z,1596.5
2026-03-06T19:31:00Z,1620.0
2026-03-06T19:32:00Z,1644.3
2026-03-06T19:33:00Z,1627.9
2026-03-06T19:34:00Z,1632.2
2026-03-06T19:35:00Z,1579.8
2026-03-06T19:36:00Z,1621.7
2026-03-06T19:37:00Z,1631.6
2026-03-06T19:38:00Z,1590.8
2026-03-06T19:39:00Z,1598.1
2026-03-06T19:40:00Z,1591.9
2026-03-06T19:41:00Z,1637.4
2026-03-06T19:42:00Z,1626.0
2026-03-06T19:43:00Z,1630.2
2026-03-06T19:44:00Z,1566.1
2026-03-06T19:45:00Z,1633.5
2026-03-06T19:46:00Z,1587.9
2026-03-06T19:47:00Z,1554.4
2026-03-06T19:48:00Z,1565.3
2026-03-06T19:49:00Z,1575.8
2026-03-06T19:50:00Z,1563.4
2026-03-06T19:51:00Z,1572.8
2026-03-06T19:52:00Z,1578.2
2026-03-06T19:53:00Z,1583.9
2026-03-06T19:54:00Z,1598.5
2026-03-06T19:55:00Z,1575.3
2026-03-06T19:56:00Z,1608.7
2026-03-06T19:57:00Z,1556.4
2026-03-06T19:58:00Z,1610.5
2026-03-06T19:59:00Z,1599.5
2026-03-06T20:00:00Z,1549.1
2026-03-06T20:01:00Z,1566.6
2026-03-06T20:02:00Z,1558.9
2026-03-06T20:03:00Z,1593.6
2026-03-06T20:04:00Z,1589.9
2026-03-06T20:05:00Z,1539.6
2026-03-06T20:06:00Z,1585.4
2026-03-06T20:07:00Z,1562.8
2026-03-06T20:08:00Z,1575.6
2026-03-06T20:09:00Z,1560.6
2026-03-06T20:10:00Z,1529.9
2026-03-06T20:11:00Z,1583.1
2026-03-06T20:12:00Z,1592.0
2026-03-06T20:13:00Z,1525.3
2026-03-06T20:14:00Z,1596.5
2026-03-06T20:15:00Z,1557.4
2026-03-06T20:16:00Z,1592.0
2026-03-06T20:17:00Z,1556.7
2026-03-06T20:18:00Z,1549.8
2026-03-06T20:19:00Z,1525.5
2026-03-06T20:20:00Z,1541.8
2026-03-06T20:21:00Z,1539.7
2026-03-06T20:22:00Z,1530.3
2026-03-06T20:23:00Z,1567.8
2026-03-06T20:24:00Z,1548.0
2026-03-06T20:25:00Z,1508.5
2026-03-06T20:26:00Z,1516.6
2026-03-06T20:27:00Z,1572.0
2026-03-06T20:28:00Z,1565.9
2026-03-06T20:29:00Z,1560.7
2026-03-06T20:30:00Z,1539.5
2026-03-06T20:31:00Z,1535.8
2026-03-06T20:32:00Z,1555.9
2026-03-06T20:33:00Z,1530.5
2026-03-06T20:34:00Z,1508.6
2026-03-06T20:35:00Z,1504.2
2026-03-06T20:36:00Z,1528.8
2026-03-06T20:37:00Z,1553.1
2026-03-06T20:38:00Z,1505.0
2026-03-06T20:39:00Z,1512.8
2026-03-06T20:40:00Z,1487.9
2026-03-06T20:41:00Z,1545.3
2026-03-06T20:42:00Z,1553.7
2026-03-06T20:43:00Z,1485.3
2026-03-06T20:44:00Z,1524.2
2026-03-06T20:45:00Z,1516.3
2026-03-06T20:46:00Z,1512.6
2026-03-06T20:47:00Z,1506.5
2026-03-06T20:48:00Z,1515.2
2026-03-06T20:49:00Z,1517.8
2026-03-06T20:50:00Z,1490.0
2026-03-06T20:51:00Z,1472.9
2026-03-06T20:52:00Z,1518.1
2026-03-06T20:53:00Z,1538.2
2026-03-06T20:54:00Z,1537.7
2026-03-06T20:55:00Z,1474.4
2026-03-06T20:56:00Z,1542.8
2026-03-06T20:57:00Z,1503.9
2026-03-06T20:58:00Z,1505.2
2026-03-06T20:59:00Z,1529.6
2026-03-06T21:00:00Z,1493.2
2026-03-06T21:01:00Z,1507.9
2026-03-06T21:02:00Z,1535.8
2026-03-06T21:03:00Z,1483.4
2026-03-06T21:04:00Z,1465.4
2026-03-06T21:05:00Z,1486.1
2026-03-06T21:06:00Z,1512.2
2026-03-06T21:07:00Z,1457.7
2026-03-06T21:08:00Z,1473.6
2026-03-06T21:09:00Z,1472.0
2026-03-06T21:10:00Z,1483.6
2026-03-06T21:11:00Z,1492.8
2026-03-06T21:12:00Z,1518.6
2026-03-06T21:13:00Z,1443.1
2026-03-06T21:14:00Z,1446.0
2026-03-06T21:15:00Z,1492.2
2026-03-06T21:16:00Z,1490.4
2026-03-06T21:17:00Z,1465.3
2026-03-06T21:18:00Z,1465.2
2026-03-06T21:19:00Z,1454.8
2026-03-06T21:20:00Z,1492.2
2026-03-06T21:21:00Z,1469.5
2026-03-06T21:22:00Z,1495.3
2026-03-06T21:23:00Z,1449.0
2026-03-06T21:24:00Z,1436.5
2026-03-06T21:25:00Z,1486.4
2026-03-06T21:26:00Z,1440.2
2026-03-06T21:27:00Z,1470.3
2026-03-06T21:28:00Z,1467.0
2026-03-06T21:29:00Z,1460.4
2026-03-06T21:30:00Z,1484.5
2026-03-06T21:31:00Z,1455.1
2026-03-06T21:32:00Z,1448.8
2026-03-06T21:33:00Z,1440.4
2026-03-06T21:34:00Z,1446.8
2026-03-06T21:35:00Z,1417.5
2026-03-06T21:36:00Z,1416.2
2026-03-06T21:37:00Z,1441.2
2026-03-06T21:38:00Z,1463.0
2026-03-06T21:39:00Z,1444.5
2026-03-06T21:40:00Z,1478.1
2026-03-06T21:41:00Z,1435.7
2026-03-06T21:42:00Z,1467.1
2026-03-06T21:43:00Z,1433.8
2026-03-06T21:44:00Z,1460.1
2026-03-06T21:45:00Z,1459.0
2026-03-06T21:46:00Z,1445.3
2026-03-06T21:47:00Z,1430.5
2026-03-06T21:48:00Z,1470.0
2026-03-06T21:49:00Z,1411.8
2026-03-06T21:50:00Z,1430.9
2026-03-06T21:51:00Z,1444.2
2026-03-06T21:52:00Z,1467.1
2026-03-06T21:53:00Z,1466.0
2026-03-06T21:54:00Z,1466.0
2026-03-06T21:55:00Z,1394.7
2026-03-06T21:56:00Z,1453.8
2026-03-06T21:57:00Z,1458.7
2026-03-06T21:58:00Z,1431.8
2026-03-06T21:59:00Z,1394.9
2026-03-06T22:00:00Z,1427.5
2026-03-06T22:01:00Z,1385.2
2026-03-06T22:02:00Z,1458.9
2026-03-06T22:03:00Z,1387.5
2026-03-06T22:04:00Z,1394.7
2026-03-06T22:05:00Z,1406.7
2026-03-06T22:06:00Z,1427.2
2026-03-06T22:07:00Z,1404.2
2026-03-06T22:08:00Z,1379.7
2026-03-06T22:09:00Z,1384.5
2026-03-06T22:10:00Z,1379.2
2026-03-06T22:11:00Z,1420.9
2026-03-06T22:12:00Z,1389.6
2026-03-06T22:13:00Z,1421.1
2026-03-06T22:14:00Z,1419.4
2026-03-06T22:15:00Z,1429.4
2026-03-06T22:16:00Z,1437.2
2026-03-06T22:17:00Z,1440.3
2026-03-06T22:18:00Z,1381.4
2026-03-06T22:19:00Z,1359.9
2026-03-06T22:20:00Z,1404.0
2026-03-06T22:21:00Z,1398.4
2026-03-06T22:22:00Z,1423.4
2026-03-06T22:23:00Z,1354.5
2026-03-06T22:24:00Z,1374.7
2026-03-06T22:25:00Z,1375.2
2026-03-06T22:26:00Z,1428.4
2026-03-06T22:27:00Z,1365.8
2026-03-06T22:28:00Z,1355.4
2026-03-06T22:29:00Z,1387.2
2026-03-06T22:30:00Z,1420.1
2026-03-06T22:31:00Z,1417.9
2026-03-06T22:32:00Z,1414.8
2026-03-06T22:33:00Z,1392.3
2026-03-06T22:34:00Z,1410.9
2026-03-06T22:35:00Z,1343.5
2026-03-06T22:36:00Z,1412.7
2026-03-06T22:37:00Z,1352.4
2026-03-06T22:38:00Z,1379.6
2026-03-06T22:39:00Z,1337.1
2026-03-06T22:40:00Z,1386.2
2026-03-06T22:41:00Z,1396.1
2026-03-06T22:42:00Z,1332.5
2026-03-06T22:43:00Z,1408.3
2026-03-06T22:44:00Z,1346.3
2026-03-06T22:45:00Z,1348.9
2026-03-06T22:46:00Z,1361.2
2026-03-06T22:47:00Z,1351.1
2026-03-06T22:48:00Z,1378.2
2026-03-06T22:49:00Z,1389.7
2026-03-06T22:50:00Z,1396.8
2026-03-06T22:51:00Z,1363.7
2026-03-06T22:52:00Z,1341.4
2026-03-06T22:53:00Z,1349.2
2026-03-06T22:54:00Z,1387.4
2026-03-06T22:55:00Z,1388.2
2026-03-06T22:56:00Z,1320.5
2026-03-06T22:57:00Z,1351.3
2026-03-06T22:58:00Z,1346.6
2026-03-06T22:59:00Z,1360.4
2026-03-06T23:00:00Z,1349.5
2026-03-06T23:01:00Z,1350.0
2026-03-06T23:02:00Z,1335.0
2026-03-06T23:03:00Z,1341.2
2026-03-06T23:04:00Z,1305.7
2026-03-06T23:05:00Z,1341.5
2026-03-06T23:06:00Z,1364.9
2026-03-06T23:07:00Z,1354.7
2026-03-06T23:08:00Z,1343.1
2026-03-06T23:09:00Z,1356.5
2026-03-06T23:10:00Z,1346.1
2026-03-06T23:11:00Z,1370.3
2026-03-06T23:12:00Z,1371.3
2026-03-06T23:13:00Z,1359.2
2026-03-06T23:14:00Z,1312.8
2026-03-06T23:15:00Z,1348.7
2026-03-06T23:16:00Z,1309.7
2026-03-06T23:17:00Z,1341.1
2026-03-06T23:18:00Z,1305.3
2026-03-06T23:19:00Z,1367.9
2026-03-06T23:20:00Z,1307.3
2026-03-06T23:21:00Z,1350.2
2026-03-06T23:22:00Z,1297.6
2026-03-06T23:23:00Z,1308.4
2026-03-06T23:24:00Z,1328.8
2026-03-06T23:25:00Z,1292.8
2026-03-06T23:26:00Z,1286.9
2026-03-06T23:27:00Z,1322.2
2026-03-06T23:28:00Z,1317.0
2026-03-06T23:29:00Z,1281.2
2026-03-06T23:30:00Z,1294.4
2026-03-06T23:31:00Z,1335.8
2026-03-06T23:32:00Z,1333.5
2026-03-06T23:33:00Z,1327.2
2026-03-06T23:34:00Z,1337.1
2026-03-06T23:35:00Z,1301.5
2026-03-06T23:36:00Z,1289.2
2026-03-06T23:37:00Z,1283.1
2026-03-06T23:38:00Z,1338.6
2026-03-06T23:39:00Z,1308.0
2026-03-06T23:40:00Z,1327.5
2026-03-06T23:41:00Z,1288.2
2026-03-06T23:42:00Z,1321.0
2026-03-06T23:43:00Z,1328.2
2026-03-06T23:44:00Z,1301.6
2026-03-06T23:45:00Z,1292.4
2026-03-06T23:46:00Z,1323.6
2026-03-06T23:47:00Z,1327.3
2026-03-06T23:48:00Z,1278.8
2026-03-06T23:49:00Z,1268.8
2026-03-06T23:50:00Z,1316.2
2026-03-06T23:51:00Z,1256.5
2026-03-06T23:52:00Z,1310.8
2026-03-06T23:53:00Z,1293.0
2026-03-06T23:54:00Z,1273.3
2026-03-06T23:55:00Z,1325.0
2026-03-06T23:56:00Z,1268.8
2026-03-06T23:57:00Z,1303.2
2026-03-06T23:58:00Z,1312.3
2026-03-06T23:59:00Z,1310.5
2026-03-07T00:00:00Z,1282.1
2026-03-07T00:01:00Z,1308.1
2026-03-07T00:02:00Z,1289.5
2026-03-07T00:03:00Z,1299.1
2026-03-07T00:04:00Z,1256.9
2026-03-07T00:05:00Z,1271.6
2026-03-07T00:06:00Z,1268.4
2026-03-07T00:07:00Z,1276.7
2026-03-07T00:08:00Z,1316.2
2026-03-07T00:09:00Z,1246.2
2026-03-07T00:10:00Z,1283.6
2026-03-07T00:11:00Z,1308.6
2026-03-07T00:12:00Z,1262.5
2026-03-07T00:13:00Z,1251.2
2026-03-07T00:14:00Z,1284.6
2026-03-07T00:15:00Z,1236.0
2026-03-07T00:16:00Z,1281.5
2026-03-07T00:17:00Z,1236.9
2026-03-07T00:18:00Z,1263.6
2026-03-07T00:19:00Z,1296.1
2026-03-07T00:20:00Z,1289.9
2026-03-07T00:21:00Z,1290.2
2026-03-07T00:22:00Z,1262.0
2026-03-07T00:23:00Z,1277.2
2026-03-07T00:24:00Z,1265.3
2026-03-07T00:25:00Z,1278.8
2026-03-07T00:26:00Z,1232.7
2026-03-07T00:27:00Z,1282.3
2026-03-07T00:28:00Z,1254.5
2026-03-07T00:29:00Z,1281.3
2026-03-07T00:30:00Z,1284.2
2026-03-07T00:31:00Z,1294.1
2026-03-07T00:32:00Z,1232.4
2026-03-07T00:33:00Z,1263.7
